Kode Unit Motor,Tahun Kendaraan,Kilometer,Usia_Kendaraan,Kondisi_Oli,Kondisi_Rem,KM_Terakhir_Ganti_Oli,Bulan_Terakhir_Ganti_Oli,KM_Per_Tahun,Jumlah_Keluhan,Jns Service
9,2022,8749,1,1,0,2844,10,8749,3,0
9,2023,288,0,1,0,173,12,288,4,0
5,2019,29883,3,1,1,3261,10,9961,3,0
5,2020,12849,2,1,0,5092,6,6424,3,0
13,2021,38981,3,1,1,1721,11,12993,3,0
9,2018,58186,5,1,1,3954,9,11637,4,0
11,2018,40882,4,0,1,1659,3,10220,3,0
7,2022,223,0,0,0,119,3,223,0,1
0,2020,44302,4,2,1,1622,8,11075,3,0
4,2023,6560,1,1,0,2133,10,6560,3,0
7,2021,8235,1,0,0,1225,5,8235,0,1
10,2021,41540,3,1,1,5762,11,13846,3,0
3,2019,20643,2,0,2,1888,4,10321,0,1
5,2021,210,0,2,0,134,6,210,3,0
6,2018,30686,5,1,1,4178,11,6137,4,0
4,2019,43078,5,0,1,1217,5,8615,4,0
5,2021,12656,2,2,0,538,7,6328,0,1
9,2020,25881,2,1,2,6339,9,12940,3,0
7,2019,13154,2,2,0,3035,5,6577,0,1
6,2021,0,0,2,0,0,7,0,0,1
1,2019,27321,4,1,1,6693,12,6830,4,0
13,2019,23657,2,1,2,3977,5,11828,4,0
9,2019,67310,5,2,1,3271,3,13462,4,0
2,2018,37392,4,1,1,5584,12,9348,4,0
3,2022,9116,1,2,0,140,6,9116,1,1
0,2019,58409,5,1,1,5878,10,11681,4,0
6,2019,27783,3,1,2,6691,8,9261,3,0
5,2019,27410,3,1,2,3867,5,9136,2,0
9,2019,35384,3,0,1,397,5,11794,3,0
0,2018,55838,4,0,1,718,3,13959,3,0
11,2020,48942,4,0,1,1138,2,12235,2,0
4,2021,20680,2,2,2,642,8,10340,2,0
5,2022,20666,2,1,2,3469,11,10333,2,0
1,2023,9628,1,1,0,1798,11,9628,2,0
1,2019,43016,4,0,1,327,4,10754,3,0
0,2018,45791,6,1,1,1218,10,7631,4,0
0,2022,361,0,2,0,286,8,361,2,0
4,2020,9638,1,1,0,4792,7,9638,3,0
6,2023,6773,1,2,0,3497,5,6773,0,1
13,2020,47175,4,0,1,1376,4,11793,3,0
12,2021,36933,3,0,1,656,3,12311,1,1
6,2021,22438,2,0,2,855,3,11219,0,1
5,2021,8096,1,1,0,6028,11,8096,2,0
1,2019,32955,4,2,1,3451,8,8238,4,0
5,2020,8872,1,1,0,7683,12,8872,3,0
8,2021,303,0,0,0,178,3,303,0,1
7,2023,0,0,2,0,0,6,0,1,1
4,2019,18078,2,0,2,1310,3,9039,0,1
6,2021,30099,3,1,1,3330,12,10033,4,0
5,2020,18522,2,1,2,5113,11,9261,2,0
8,2019,32536,5,0,1,1013,1,6507,4,0
9,2019,23544,2,1,2,3709,6,11772,4,0
3,2019,12198,2,1,0,5957,10,6099,0,1
12,2022,18371,2,0,2,991,1,9185,1,1
1,2022,12372,2,0,0,64,2,6186,0,1
12,2018,42924,3,0,1,738,5,14308,2,0
13,2021,16430,2,0,2,1694,2,8215,0,1
6,2020,12569,1,2,0,3357,4,12569,0,1
13,2022,10065,1,1,0,3834,9,10065,1,0
5,2020,16382,2,2,2,2278,8,8191,0,1
9,2018,45403,5,1,1,3514,9,9080,4,0
5,2022,50,0,1,0,20,9,50,2,0
4,2021,28756,3,1,1,3687,8,9585,4,0
13,2018,81102,6,0,1,640,1,13517,3,0
6,2018,32746,3,2,1,1221,8,10915,1,0
5,2019,26652,3,1,2,7969,11,8884,2,0
7,2022,0,0,2,0,0,7,0,3,0
13,2020,28902,4,2,1,247,7,7225,4,0
9,2019,24321,2,0,2,480,3,12160,0,1
5,2023,392,0,1,0,209,9,392,1,1
6,2021,93,0,1,0,81,12,93,3,0
6,2022,11029,1,1,0,3028,10,11029,3,0
6,2019,22010,2,1,2,3265,9,11005,4,0
9,2021,0,0,2,0,0,8,0,2,0
5,2019,22329,3,1,2,1341,9,7443,4,0
0,2020,22333,2,2,2,1176,8,11166,1,0
1,2023,6318,1,2,0,1461,8,6318,0,1
6,2021,139,0,2,0,31,6,139,2,0
5,2022,239,0,1,0,80,11,239,4,0
6,2018,46084,6,1,1,4246,10,7680,4,0
6,2021,6397,1,2,0,2497,7,6397,1,1
4,2020,30549,3,0,1,1815,2,10183,1,1
12,2020,30550,2,2,1,2423,3,15275,4,0
2,2018,16700,3,1,2,8095,12,5566,0,1
3,2022,314,0,2,0,110,8,314,3,0
9,2019,49432,5,1,1,3706,7,9886,4,0
4,2022,23,0,2,0,17,8,23,1,0
5,2024,459,0,2,0,144,6,459,0,1
9,2021,11355,1,1,0,3594,11,11355,4,0
13,2018,34894,3,1,1,1573,11,11631,4,0
0,2021,13542,1,2,0,2328,4,13542,1,0
13,2024,126,0,0,0,35,5,126,0,1
12,2018,35233,3,2,1,3112,5,11744,2,0
9,2018,84136,6,1,1,5464,6,14022,3,0
5,2020,7839,1,1,0,5423,9,7839,3,0
8,2018,28204,4,0,1,832,2,7051,3,0
8,2020,33943,4,1,1,6613,10,8485,4,0
7,2018,33769,6,1,1,5617,9,5628,0,1
0,2024,396,0,2,0,366,7,396,3,0
11,2021,23544,2,1,2,2643,9,11772,4,0
0,2020,35647,3,2,1,2806,8,11882,4,0
12,2021,22878,2,0,2,130,1,11439,0,1
4,2020,7916,1,0,0,261,2,7916,1,1
4,2020,28359,4,2,1,2255,3,7089,3,0
9,2020,21813,3,0,2,2133,2,7271,1,0
10,2018,58448,5,0,1,728,1,11689,2,0
5,2021,408,0,1,0,293,9,408,2,0
5,2023,6620,1,0,0,1893,5,6620,1,1
9,2020,28308,2,1,1,7360,9,14154,3,0
13,2023,11980,1,2,0,2627,8,11980,0,1
8,2021,34316,3,2,1,1904,8,11438,0,1
0,2018,26404,3,1,2,3755,5,8801,1,1
12,2021,0,0,0,0,0,1,0,1,0
1,2020,31763,4,0,1,1451,2,7940,3,0
12,2018,30659,3,1,1,9289,11,10219,4,0
1,2019,18663,2,1,2,5304,7,9331,2,0
12,2018,43698,5,1,1,6576,8,8739,2,0
10,2018,65298,5,1,1,5410,8,13059,4,0
7,2018,20255,3,1,2,1631,9,6751,4,0
13,2021,17431,2,2,2,3076,7,8715,3,0
1,2020,13034,2,2,0,2947,7,6517,0,1
4,2018,48588,5,1,1,611,10,9717,4,0
1,2020,21531,4,1,1,5447,10,5382,4,0
13,2019,16840,2,1,2,4033,7,8420,4,0
0,2020,37829,3,1,1,4978,8,12609,4,0
5,2021,15381,2,1,0,4356,8,7690,3,0
0,2022,27747,2,2,2,1444,6,13873,1,0
12,2018,52829,4,1,1,4293,10,13207,2,0
6,2024,472,0,0,0,439,4,472,1,1
10,2019,27686,2,2,2,2821,3,13843,3,0
11,2022,22470,2,2,2,572,7,11235,4,0
4,2018,32464,3,2,1,3416,7,10821,2,0
5,2018,32183,4,1,1,7160,10,8045,3,0
5,2023,25,0,0,0,14,1,25,0,1
6,2019,23585,2,0,2,251,2,11792,3,0
7,2023,9807,1,2,0,2987,4,9807,2,0
13,2018,57923,5,2,1,470,7,11584,2,0
13,2018,45686,4,2,1,2640,5,11421,3,0
6,2020,17380,2,1,2,3243,11,8690,2,0
9,2022,21779,2,0,2,51,4,10889,0,1
6,2020,22083,3,0,2,654,2,7361,2,0
9,2024,296,0,0,0,92,4,296,0,1
9,2022,19755,2,2,2,2229,4,9877,3,0
10,2023,7727,1,0,0,16,5,7727,3,0
6,2019,39658,4,1,1,6027,10,9914,2,0
0,2024,0,0,0,0,0,2,0,1,1
5,2019,36425,4,2,1,551,6,9106,3,0
8,2021,21415,3,2,2,2591,4,7138,2,0
5,2023,332,0,0,0,253,2,332,0,1
0,2021,15028,2,2,0,3131,5,7514,4,0
11,2019,23551,2,2,2,3227,8,11775,4,0
1,2019,24794,4,1,1,843,9,6198,3,0
5,2020,5659,1,1,0,416,10,5659,3,0
6,2018,29993,3,1,1,3691,7,9997,3,0
13,2019,24925,2,1,2,955,11,12462,1,0
4,2018,57009,6,1,1,5086,10,9501,2,0
13,2020,31704,4,2,1,1312,6,7926,3,0
8,2022,356,0,2,0,224,8,356,0,1
9,2021,21971,3,1,2,597,12,7323,4,0
0,2020,12502,1,1,0,5790,12,12502,3,0
13,2020,28858,3,0,1,364,2,9619,4,0
8,2020,17197,2,1,2,1316,12,8598,1,0
9,2020,33854,4,0,1,1391,3,8463,3,0
3,2020,26120,4,1,1,4465,12,6530,4,0
5,2020,20897,3,1,2,7547,12,6965,4,0
1,2019,22066,3,2,2,1585,7,7355,4,0
5,2024,56,0,1,0,40,11,56,3,0
6,2020,18350,2,1,2,1203,11,9175,3,0
5,2019,36410,4,2,1,2146,7,9102,3,0
10,2021,58,0,0,0,14,1,58,0,1
6,2020,12931,2,1,0,2437,11,6465,0,1
0,2021,44216,3,1,1,3844,4,14738,4,0
1,2020,10195,1,1,0,2515,12,10195,4,0
0,2020,7111,1,1,0,6305,11,7111,2,0
6,2020,8969,1,0,0,5,1,8969,0,1
5,2022,6482,1,2,0,3267,8,6482,2,0
7,2018,26662,5,1,1,2283,9,5332,1,1
1,2020,12834,2,1,0,7593,10,6417,3,0
13,2021,0,0,2,0,0,7,0,3,0
1,2018,21670,3,1,2,4106,7,7223,2,0
7,2019,40310,5,0,1,492,3,8062,3,0
7,2020,10258,1,1,0,1751,11,10258,3,0
7,2020,7310,1,0,0,1581,4,7310,0,1
4,2019,39030,4,1,1,820,11,9757,3,0
10,2020,37989,4,0,1,25,1,9497,2,1
5,2019,17242,3,2,2,3122,5,5747,3,0
4,2020,16733,3,1,2,6094,10,5577,3,0
12,2020,8469,1,2,0,1792,6,8469,0,1
3,2019,15304,2,1,0,3276,9,7652,2,0
7,2019,32259,4,1,1,3432,9,8064,3,0
13,2020,23146,3,0,2,903,1,7715,0,1
4,2019,22733,3,1,2,4463,6,7577,4,0
10,2018,27122,4,2,1,1891,7,6780,4,0
8,2021,16459,2,2,2,2522,6,8229,1,0
9,2018,40415,3,2,1,401,6,13471,4,0
1,2022,0,0,0,0,0,3,0,0,1
6,2022,40,0,0,0,35,1,40,0,1
12,2020,20837,2,2,2,876,7,10418,4,0
13,2019,36267,3,0,1,890,1,12089,4,0
3,2018,53776,6,2,1,2867,7,8962,3,0
1,2019,18299,2,0,2,796,1,9149,0,1
1,2018,22571,3,1,2,5937,8,7523,1,1
6,2019,18369,2,1,2,2247,11,9184,2,0
5,2021,0,0,0,0,0,5,0,0,1
7,2018,38297,6,1,1,289,12,6382,0,1
6,2018,30459,5,1,1,2770,12,6091,0,1
9,2019,22096,2,1,2,6569,9,11048,3,0
5,2019,19645,2,2,2,677,7,9822,1,1
10,2021,13056,1,0,0,29,4,13056,1,1
6,2019,18729,2,1,2,1736,10,9364,2,0
4,2022,18614,2,1,2,8661,12,9307,3,0
3,2019,18732,2,0,2,1717,5,9366,0,1
9,2018,44103,4,0,1,1418,3,11025,2,0
12,2019,46386,3,1,1,4532,7,15462,3,0
6,2021,12217,1,1,0,3891,6,12217,2,0
2,2018,32446,6,1,1,2889,9,5407,3,0
7,2021,4754,1,1,0,2190,9,4754,3,0
6,2021,11560,1,1,0,3969,8,11560,3,0
8,2020,24208,3,1,2,587,12,8069,3,0
13,2022,11145,1,1,0,4094,7,11145,2,1
12,2021,11790,1,0,0,820,2,11790,0,1
6,2021,12326,1,2,0,3434,5,12326,2,0
9,2018,35454,4,0,1,74,2,8863,0,1
13,2022,20165,2,1,2,3374,10,10082,3,0
0,2022,484,0,2,0,74,7,484,2,0
1,2020,12462,2,0,0,213,1,6231,0,1
1,2020,14031,2,0,0,56,2,7015,0,1
5,2019,10915,2,2,0,2402,5,5457,0,1
1,2019,19261,3,0,2,555,3,6420,0,1
12,2022,0,0,0,0,0,5,0,0,1
4,2021,17,0,1,0,4,9,17,3,0
10,2019,19082,2,1,2,5704,8,9541,1,0
0,2019,20743,3,2,2,632,7,6914,2,0
13,2018,21818,3,1,2,1619,9,7272,3,0
10,2019,27045,3,0,2,487,1,9015,1,0
6,2020,12319,1,1,0,4055,6,12319,2,0
6,2018,19166,3,1,2,5832,7,6388,3,0
0,2019,25427,2,2,2,2807,4,12713,3,0
9,2022,0,0,0,0,0,4,0,0,1
4,2021,0,0,0,0,0,2,0,0,1
5,2020,28640,3,1,1,7985,12,9546,3,0
9,2022,20691,2,2,2,1981,6,10345,4,0
6,2020,24560,3,1,2,6915,8,8186,2,0
12,2020,13535,1,0,0,1116,4,13535,0,1
12,2021,0,0,1,0,0,10,0,0,1
9,2024,437,0,0,0,344,3,437,0,1
6,2021,5831,1,1,0,4141,10,5831,3,0
1,2021,12026,2,1,0,6034,11,6013,2,0
5,2018,43700,5,1,1,4839,6,8740,3,0
6,2019,49977,5,1,1,5729,7,9995,3,0
8,2020,8475,1,0,0,1320,1,8475,0,1
6,2018,34790,3,0,1,968,1,11596,0,1
1,2019,11336,2,1,0,958,12,5668,2,0
5,2021,5977,1,1,0,1174,9,5977,1,1
10,2020,22412,2,2,2,3386,8,11206,3,0
12,2020,33289,3,1,1,4744,10,11096,3,0
5,2019,14143,2,2,0,2208,3,7071,0,1
1,2023,6399,1,1,0,2574,10,6399,1,0
13,2021,19008,2,0,2,498,1,9504,0,1
0,2019,40605,3,1,1,5946,11,13535,4,0
0,2021,12226,1,2,0,3033,5,12226,1,1
7,2021,17045,2,1,2,1387,11,8522,3,0
2,2019,20073,2,1,2,4195,9,10036,2,0
0,2018,25525,3,1,2,6619,8,8508,3,0
4,2019,24055,3,2,2,2402,4,8018,2,0
4,2023,10443,1,0,0,87,1,10443,1,1
0,2021,14648,1,2,0,510,7,14648,0,1
3,2024,317,0,2,0,219,6,317,0,1
5,2019,33451,4,1,1,5619,11,8362,2,0
9,2019,32339,2,0,1,1898,4,16169,2,0
7,2020,26341,3,1,2,1129,11,8780,3,0
9,2019,71081,5,0,1,854,1,14216,3,0
6,2022,244,0,2,0,181,6,244,0,1
1,2020,16601,2,2,2,2213,4,8300,2,0
4,2018,15815,3,1,2,3076,9,5271,2,0
12,2018,27610,3,1,2,4446,6,9203,3,0
9,2019,32820,3,0,1,1363,2,10940,3,0
0,2023,0,0,2,0,0,8,0,0,1
13,2021,34508,3,2,1,2607,7,11502,3,0
10,2019,40733,3,0,1,1054,5,13577,3,0
11,2022,0,0,1,0,0,11,0,3,0
10,2021,10147,1,0,0,358,3,10147,0,1
6,2018,26022,4,2,1,3044,7,6505,3,0
0,2019,64876,5,2,1,3183,5,12975,2,0
1,2019,24854,4,1,1,2619,10,6213,3,0
7,2018,46155,5,0,1,1503,4,9231,4,0
9,2019,59756,4,0,1,240,5,14939,3,0
10,2021,16179,2,0,2,982,1,8089,3,0
3,2018,23134,3,1,2,3776,8,7711,2,0
2,2020,5620,1,1,0,3199,9,5620,0,1
4,2022,9978,1,1,0,4444,9,9978,2,0
4,2022,0,0,1,0,0,10,0,2,0
8,2018,68802,5,0,1,2083,3,13760,3,0
12,2018,24355,3,1,2,4926,10,8118,4,0
0,2019,18664,2,0,2,25,2,9332,3,0
1,2023,0,0,1,0,0,12,0,2,0
0,2021,8609,1,0,0,1984,2,8609,0,1
5,2018,24343,3,0,2,1717,4,8114,0,1
1,2019,29373,3,2,1,2710,7,9791,4,0
0,2019,13909,2,1,0,115,9,6954,0,1
3,2022,10035,1,1,0,5443,7,10035,2,0
5,2022,0,0,0,0,0,4,0,0,1
1,2019,14215,2,0,0,393,5,7107,1,1
0,2018,23141,3,0,2,454,1,7713,0,1
5,2020,5131,1,1,0,4923,7,5131,3,0
2,2020,17784,2,0,2,1522,2,8892,2,0
5,2019,25479,4,1,1,5724,9,6369,1,0
9,2018,65790,5,1,1,5186,10,13158,1,1
9,2020,9427,1,1,0,4870,9,9427,2,0
6,2018,50202,5,0,1,1010,4,10040,0,1
9,2018,62351,4,2,1,317,7,15587,4,0
0,2019,35342,4,2,1,166,7,8835,4,0
6,2019,29982,3,0,1,904,4,9994,3,0
9,2019,33931,4,2,1,3410,6,8482,4,0
13,2021,279,0,1,0,219,11,279,3,0
6,2021,17853,3,0,2,98,2,5951,0,1
11,2019,44732,4,1,1,5405,8,11183,3,0
9,2022,14263,1,1,0,3767,6,14263,2,0
3,2020,17589,3,0,2,1698,5,5863,0,1
7,2022,5968,1,1,0,3967,11,5968,3,0
1,2020,5082,1,1,0,2990,9,5082,1,0
8,2021,242,0,0,0,2,4,242,0,1
6,2018,29115,5,2,1,2568,5,5823,0,1
1,2021,0,0,2,0,0,7,0,0,1
0,2019,32423,4,0,1,1051,5,8105,3,0
1,2021,172,0,2,0,65,7,172,0,1
9,2020,63800,4,0,1,822,1,15950,3,0
6,2021,11531,1,0,0,2108,4,11531,0,1
12,2018,22472,3,2,2,331,6,7490,2,0
4,2018,21074,3,1,2,6524,12,7024,3,0
9,2020,14425,1,2,0,2679,8,14425,0,1
0,2020,14751,1,2,0,2214,5,14751,0,1
13,2023,8166,1,2,0,2914,8,8166,3,0
9,2019,40121,3,2,1,1504,8,13373,1,0
12,2019,51827,5,0,1,1930,3,10365,2,0
1,2020,8818,1,2,0,2993,4,8818,1,1
13,2018,32727,3,0,1,864,1,10909,2,0
8,2023,7935,1,2,0,3262,6,7935,2,0
13,2022,0,0,1,0,0,10,0,4,0
9,2019,41603,4,0,1,1448,4,10400,2,0
6,2021,21688,2,1,2,6893,10,10844,3,0
6,2022,7186,1,0,0,1214,5,7186,0,1
2,2022,12558,2,1,0,331,12,6279,1,0
3,2021,22708,3,1,2,700,12,7569,2,0
2,2021,0,0,0,0,0,5,0,0,1
7,2018,32804,4,0,1,724,1,8201,2,0
8,2024,0,0,0,0,0,4,0,0,1
12,2019,52500,4,2,1,2561,3,13125,4,0
6,2021,8333,1,1,0,847,12,8333,0,1
9,2023,433,0,1,0,335,9,433,0,1
5,2018,42518,5,1,1,962,10,8503,3,0
13,2019,21150,3,0,2,1538,2,7050,0,1
9,2018,60592,6,2,1,2357,4,10098,4,0
2,2020,15901,2,1,0,254,12,7950,3,0
10,2018,66862,5,1,1,7158,12,13372,2,0
6,2018,35552,5,1,1,7068,12,7110,0,1
9,2022,15874,1,1,0,1581,9,15874,0,1
9,2020,9478,1,2,0,2406,5,9478,3,0
9,2020,8362,1,1,0,3534,8,8362,2,0
1,2021,23708,3,0,2,2038,5,7902,0,1
3,2020,31830,3,1,1,6476,9,10610,3,0
5,2023,0,0,1,0,0,9,0,0,1
6,2024,303,0,0,0,145,3,303,1,1
7,2022,395,0,0,0,128,4,395,0,1
6,2019,31211,5,2,1,456,8,6242,3,0
8,2021,25426,2,1,2,1727,12,12713,0,1
12,2019,23760,3,0,2,143,3,7920,1,1
6,2020,24790,3,1,2,1464,9,8263,2,0
4,2022,8173,1,0,0,566,2,8173,0,1
13,2018,51511,4,2,1,2011,8,12877,2,0
0,2022,10510,1,0,0,553,5,10510,0,1
12,2021,33274,3,1,1,5182,7,11091,3,0
12,2022,10527,1,1,0,1472,10,10527,0,1
12,2023,14177,1,1,0,488,10,14177,0,1
5,2022,19769,2,1,2,1818,12,9884,4,0
1,2022,17,0,1,0,14,12,17,3,0
6,2019,10842,2,1,0,178,11,5421,2,0
0,2019,28795,2,1,1,9518,12,14397,2,0
13,2022,0,0,1,0,0,10,0,3,0
5,2020,7491,1,2,0,1210,6,7491,0,1
9,2022,20589,2,1,2,4310,7,10294,3,0
1,2020,28062,4,2,1,1231,6,7015,3,0
5,2020,36025,4,0,1,744,5,9006,3,0
4,2023,417,0,1,0,172,11,417,2,1
4,2022,344,0,2,0,261,6,344,1,1
8,2021,0,0,0,0,0,5,0,2,0
6,2020,12800,2,0,0,17,3,6400,1,1
5,2018,20683,4,0,1,1192,1,5170,2,0
1,2021,9731,2,0,0,1132,1,4865,0,1
10,2020,16391,2,1,2,3652,12,8195,3,0
3,2024,377,0,0,0,34,5,377,0,1
7,2021,20054,2,1,2,6287,11,10027,4,0
11,2021,37852,3,1,1,5978,8,12617,4,0
5,2020,32079,4,2,1,1315,7,8019,3,0
1,2020,5762,1,1,0,4020,10,5762,1,0
10,2022,23596,2,0,2,306,1,11798,1,0
4,2018,31269,3,0,1,1999,4,10423,3,0
7,2019,30572,3,0,1,364,3,10190,0,1
10,2023,204,0,1,0,10,11,204,2,0
12,2021,30842,2,1,1,5327,8,15421,4,0
12,2018,48582,3,1,1,928,11,16194,4,0
8,2019,43432,3,1,1,2668,11,14477,3,0
4,2018,30818,6,1,1,4894,7,5136,4,0
6,2018,22317,4,1,1,5573,11,5579,4,0
7,2021,10348,2,0,0,338,2,5174,0,1
1,2023,6311,1,0,0,374,1,6311,0,1
1,2020,7083,1,1,0,613,9,7083,1,1
12,2020,13822,1,1,0,3669,10,13822,3,0
12,2020,19644,2,1,2,8095,10,9822,4,0
1,2019,23333,4,0,1,1028,1,5833,4,0
13,2018,44251,4,1,1,2314,12,11062,4,0
6,2020,15615,2,0,0,1715,5,7807,0,1
10,2019,22161,3,0,2,1915,3,7387,2,0
8,2022,25948,2,0,2,626,3,12974,0,1
9,2021,397,0,0,0,178,2,397,0,1
5,2019,20230,2,1,2,4957,6,10115,4,0
12,2019,63327,5,1,1,3886,11,12665,4,0
0,2021,7432,1,2,0,3220,7,7432,0,1
11,2019,32407,3,1,1,7101,11,10802,4,0
9,2018,46076,6,1,1,5110,9,7679,4,0
9,2018,48558,3,0,1,879,2,16186,4,0
5,2019,29052,4,0,1,597,5,7263,2,0
6,2018,39739,5,1,1,5829,11,7947,4,0
6,2023,0,0,2,0,0,7,0,0,1
12,2020,34953,4,2,1,2875,4,8738,2,0
9,2020,25215,2,2,2,2978,7,12607,1,0
2,2023,103,0,0,0,99,4,103,0,1
9,2021,12855,1,1,0,5106,11,12855,1,1
0,2019,16832,2,0,2,1889,3,8416,0,1
9,2022,13404,1,1,0,6023,9,13404,0,1
1,2023,9891,1,1,0,4403,8,9891,3,0
0,2019,54741,5,0,1,1596,1,10948,3,0
10,2020,6865,1,2,0,2572,6,6865,2,0
0,2023,0,0,1,0,0,11,0,3,0
1,2023,6209,1,1,0,2903,11,6209,2,0
6,2020,19387,3,1,2,2737,12,6462,4,0
13,2019,23382,2,0,2,1582,2,11691,0,1
1,2022,6583,1,2,0,941,6,6583,0,1
6,2021,296,0,1,0,133,12,296,1,1
10,2020,16118,2,1,2,9311,11,8059,4,0
0,2023,12101,1,0,0,1264,4,12101,1,1
1,2021,0,0,0,0,0,2,0,1,1
10,2020,53556,4,1,1,8805,12,13389,2,0
12,2018,31213,4,2,1,2363,4,7803,2,0
5,2018,43703,5,1,1,7654,12,8740,1,0
0,2023,8167,1,1,0,3678,6,8167,2,0
7,2018,14242,3,0,2,861,2,4747,3,0
6,2020,7772,1,1,0,3667,5,7772,1,1
9,2021,0,0,0,0,0,4,0,0,1
13,2019,36644,3,1,1,3822,12,12214,4,0
0,2019,13857,2,0,0,924,2,6928,0,1
9,2018,29592,3,0,1,523,2,9864,3,0
12,2019,36362,3,0,1,186,1,12120,3,0
9,2020,14519,1,1,0,2708,10,14519,2,1
9,2021,24447,2,1,2,5657,8,12223,3,0
9,2019,43322,4,2,1,2599,4,10830,3,0
9,2023,11203,1,1,0,6245,11,11203,2,0
10,2021,0,0,0,0,0,4,0,0,1
9,2019,27056,2,0,2,1742,2,13528,1,0
5,2019,21630,4,0,1,1045,5,5407,0,1
6,2020,25736,3,1,2,5076,6,8578,2,0
6,2018,62458,5,0,1,2080,2,12491,0,1
7,2018,48781,5,0,1,41,2,9756,2,1
9,2020,13833,1,0,0,973,5,13833,1,1
2,2021,23639,3,1,2,3796,8,7879,0,1
6,2020,17560,2,0,2,1578,3,8780,0,1
5,2020,26232,4,2,1,519,7,6558,4,0
7,2023,5516,1,0,0,29,3,5516,0,1
10,2022,9403,1,0,0,757,1,9403,0,1
4,2022,19347,2,0,2,1877,4,9673,2,0
8,2020,53867,4,1,1,284,9,13466,4,0
0,2023,10580,1,1,0,4069,7,10580,4,0
6,2022,11726,2,0,0,118,1,5863,0,1
9,2019,36888,3,1,1,2607,12,12296,4,0
9,2021,23983,3,2,2,2578,5,7994,3,0
13,2021,22373,2,0,2,959,4,11186,3,0
5,2020,16078,2,0,2,307,4,8039,0,1
12,2018,64378,4,1,1,5929,9,16094,4,0
10,2021,14122,2,0,0,150,3,7061,0,1
0,2021,0,0,2,0,0,8,0,3,0
6,2023,12734,1,0,0,548,3,12734,1,1
9,2021,0,0,2,0,0,8,0,2,0
12,2021,0,0,2,0,0,6,0,3,0
9,2022,0,0,1,0,0,11,0,1,1
10,2019,18969,3,0,2,590,4,6323,1,1
4,2018,42315,5,1,1,6352,12,8463,4,0
12,2023,8539,1,2,0,3458,6,8539,1,1
9,2019,15693,2,1,0,6875,8,7846,3,0
1,2018,53638,6,0,1,1393,2,8939,2,0
1,2023,24,0,0,0,10,4,24,0,1
0,2020,14332,2,1,0,5720,7,7166,4,0
0,2019,19536,2,1,2,4202,8,9768,2,0
0,2022,0,0,0,0,0,2,0,0,1
5,2018,32716,4,1,1,8736,10,8179,4,0
12,2019,21910,2,1,2,7895,11,10955,3,0
12,2018,32165,3,2,1,2443,2,10721,2,0
2,2018,30414,4,0,1,616,2,7603,2,0
0,2022,10209,1,1,0,5600,9,10209,4,0
1,2021,306,0,0,0,258,1,306,0,1
9,2020,10588,1,2,0,1964,7,10588,1,1
1,2019,14330,2,2,0,495,6,7165,2,0
7,2019,21616,2,1,2,10281,12,10808,3,0
7,2022,6142,1,1,0,1752,9,6142,1,0
0,2020,27144,2,1,2,2486,9,13572,3,0
10,2021,23551,2,1,2,3568,7,11775,3,0
4,2020,15754,2,0,0,653,3,7877,1,1
0,2020,10786,1,0,0,34,4,10786,0,1
6,2023,320,0,1,0,212,10,320,3,0
9,2018,28150,3,1,1,3511,6,9383,3,0
6,2020,19454,3,1,2,6698,11,6484,3,0
0,2019,28148,3,1,1,2724,9,9382,3,0
7,2021,22951,3,1,2,3474,10,7650,2,0
3,2021,8060,1,2,0,2303,7,8060,1,1
10,2019,35674,4,2,1,2661,4,8918,4,0
4,2021,19330,2,1,2,2388,12,9665,4,0
9,2022,187,0,1,0,180,9,187,3,0
0,2021,16787,2,2,2,3392,6,8393,4,0
6,2021,0,0,2,0,0,8,0,1,1
0,2018,37729,3,1,1,4546,7,12576,2,0
5,2018,54060,6,1,1,5277,11,9010,4,0
6,2023,8088,1,1,0,4856,8,8088,4,0
1,2018,29803,5,2,1,3080,3,5960,4,0
6,2018,60298,6,1,1,5225,7,10049,2,0
3,2021,0,0,1,0,0,12,0,1,1
9,2020,19247,2,1,2,924,12,9623,4,0
9,2021,0,0,0,0,0,3,0,0,1
0,2023,0,0,0,0,0,5,0,0,1
7,2018,29659,6,0,1,657,5,4943,3,0
1,2021,15593,2,1,0,7853,9,7796,4,0
12,2018,48103,6,1,1,3995,5,8017,3,0
0,2021,0,0,0,0,0,3,0,1,1
7,2019,17417,2,1,2,4187,9,8708,4,0
7,2022,12599,2,1,0,5122,10,6299,2,0
0,2022,0,0,2,0,0,6,0,3,0
8,2023,8309,1,1,0,5426,9,8309,1,0
7,2020,30427,3,0,1,1123,4,10142,3,0
3,2018,33176,4,1,1,6019,7,8294,3,0
1,2021,5591,1,2,0,3434,8,5591,0,1
1,2020,6668,1,1,0,4569,6,6668,0,1
6,2018,47857,4,1,1,4927,11,11964,3,0
8,2020,12138,1,1,0,2091,12,12138,3,0
5,2018,54106,6,0,1,40,1,9017,2,0
6,2020,48657,4,1,1,5278,8,12164,2,0
13,2022,14940,2,0,0,1445,5,7470,0,1
9,2019,31899,2,2,1,2424,5,15949,2,0
5,2023,8193,1,0,0,773,2,8193,1,1
1,2019,43252,4,2,1,1708,6,10813,2,0
7,2019,15090,2,1,0,9490,12,7545,3,0
