Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun
08-01-2023,FJB/5526/SBY/PL/9711,SBY2832315,LEXI,2020,26407,Repair,Kritis,Perlu Penyetelan,9,5428,3,2,8802
08-01-2023,FJB/9171/SBY/PL/3183,SBY1257685,FREE-GO-S,2022,10280,Rutin,Baik,Baik,3,1818,1,0,10280
08-01-2023,FJB/8944/SBY/PL/9712,SBY4794496,LEXI,2022,10888,Rutin,Perlu Ganti,Baik,2,2387,1,0,10888
09-01-2023,FJB/9011/SBY/PL/4694,SBY8593553,MIO-M3 125,2022,8099,Rutin,Perlu Ganti,Baik,6,892,1,0,8099
09-01-2023,FJB/2445/SBY/PL/5775,SBY2882966,FILANO-NEO,2022,8346,Repair,Kritis,Baik,8,3674,1,2,8346
09-01-2023,FJB/8120/SBY/PL/1449,SBY3216650,NMAX-NEO-S,2019,53243,Rutin,Baik,Perlu Penggantian,3,944,4,0,13310
09-01-2023,FJB/5315/SBY/PL/7900,SBY9641445,NMAX-NEO-S,2020,44448,Repair,Kritis,Perlu Penggantian,12,1381,3,2,14816
10-01-2023,FJB/3778/SBY/PL/4994,SBY8458038,VIXION,2023,225,Repair,Kritis,Baik,9,222,0,2,225
10-01-2023,FJB/5721/SBY/PL/4452,SBY7291386,MIO-M3 125,2020,18980,Repair,Kritis,Perlu Penyetelan,9,4772,3,4,6326
10-01-2023,FJB/2751/SBY/PL/9488,SBY6723637,MIO,2020,18294,Repair,Perlu Ganti,Perlu Penyetelan,4,3312,3,2,6098
10-01-2023,FJB/9537/SBY/PL/4719,SBY5601091,LEXI,2018,34679,Repair,Kritis,Perlu Penggantian,12,8696,5,3,6935
10-01-2023,FJB/8153/SBY/PL/5688,SBY6235924,MIO,2023,0,Rutin,Perlu Ganti,Baik,6,0,0,1,0
10-01-2023,FJB/1812/SBY/PL/9403,SBY8871805,MIO,2018,32794,Repair,Baik,Perlu Penggantian,5,200,5,2,6558
10-01-2023,FJB/9803/SBY/PL/9962,SBY5715789,MIO-M3 125,2018,42938,Repair,Kritis,Perlu Penggantian,7,3856,5,4,8587
10-01-2023,FJB/7510/SBY/PL/4696,SBY3187579,X-MAX-CONNEC,2021,22316,Repair,Kritis,Perlu Penyetelan,9,7418,2,2,11158
10-01-2023,FJB/7657/SBY/PL/6582,SBY2876378,LEXI,2019,42645,Kupon Gratis II (TIGA),Kritis,Perlu Penggantian,5,3528,4,2,10661
10-01-2023,FJB/8211/SBY/PL/6436,SBY8061651,ALL-NEW-AEROX,2020,23462,Repair,Perlu Ganti,Perlu Penyetelan,8,1595,3,3,7820
10-01-2023,FJB/3648/SBY/PL/5922,SBY3851014,MT-15,2019,32256,Repair,Kritis,Perlu Penggantian,9,2702,4,3,8064
11-01-2023,FJB/2431/SBY/PL/9384,SBY5720113,MIO,2018,53730,Repair,Kritis,Perlu Penggantian,11,5992,5,4,10746
11-01-2023,FJB/1564/SBY/PL/5302,SBY3941612,ALL-NEW-AEROX,2020,42696,Repair,Kritis,Perlu Penggantian,9,6399,3,3,14232
11-01-2023,FJB/6127/SBY/PL/3256,SBY8856606,MIO,2019,33600,Repair,Kritis,Perlu Penggantian,11,2366,4,3,8400
11-01-2023,FJB/4661/SBY/PL/1387,SBY5668569,MIO,2019,39658,Repair,Kritis,Perlu Penggantian,10,6027,4,2,9914
11-01-2023,FJB/6894/SBY/PL/9389,SBY8157595,X-MAX-CONNEC,2021,23359,Repair,Kritis,Perlu Penyetelan,11,283,2,3,11679
11-01-2023,FJB/1035/SBY/PL/5254,SBY1559205,LEXI,2023,175,Rutin,Kritis,Baik,9,143,0,0,175
11-01-2023,FJB/6811/SBY/PL/4539,SBY3327781,MIO-M3 125,2020,31812,Repair,Kritis,Perlu Penggantian,8,5604,3,4,10604
12-01-2023,FJB/6301/SBY/PL/6219,SBY9926439,LEXI,2023,0,Rutin,Baik,Baik,3,0,0,0,0
12-01-2023,FJB/9742/SBY/PL/3459,SBY2819074,R15,2023,493,Rutin,Baik,Baik,2,456,0,1,493
12-01-2023,FJB/2672/SBY/PL/8211,SBY3061718,MIO,2023,0,Repair,Kritis,Baik,9,0,0,3,0
12-01-2023,FJB/4315/SBY/PL/9629,SBY8328786,ALL-NEW-NMAX,2019,43016,Repair,Baik,Perlu Penggantian,4,327,4,3,10754
12-01-2023,FJB/2485/SBY/PL/4250,SBY9028448,XSR 155,2020,28858,Repair,Baik,Perlu Penggantian,2,364,3,4,9619
12-01-2023,FJB/5218/SBY/PL/8541,SBY2297726,NMAX-NEO-S,2021,22387,Repair,Perlu Ganti,Perlu Penyetelan,6,3353,2,2,11193
12-01-2023,FJB/8680/SBY/PL/3244,SBY4114415,MIO,2022,12946,Repair,Kritis,Baik,10,4558,1,2,12946
12-01-2023,FJB/3260/SBY/PL/2767,SBY2697142,MT-15,2019,35772,Repair,Baik,Perlu Penggantian,3,1352,4,3,8943
12-01-2023,FJB/3591/SBY/PL/7152,SBY7732336,XSR 155,2021,22373,Repair,Baik,Perlu Penyetelan,4,959,2,3,11186
12-01-2023,FJB/3983/SBY/PL/6370,SBY2843864,ALL-NEW-AEROX,2022,11490,Repair,Kritis,Baik,9,2268,1,3,11490
13-01-2023,FJB/7010/SBY/PL/9210,SBY1893305,MIO,2023,0,Repair,Kritis,Baik,11,0,0,3,0
13-01-2023,FJB/5503/SBY/PL/7894,SBY3553638,ALL-NEW-NMAX,2021,10557,Repair,Kritis,Baik,6,3815,2,2,5278
13-01-2023,FJB/5126/SBY/PL/3218,SBY2025062,LEXI,2021,16875,Repair,Perlu Ganti,Perlu Penyetelan,7,649,2,1,8437
13-01-2023,FJB/8482/SBY/PL/9779,SBY5332986,X-MAX-CONNEC,2018,45807,Repair,Perlu Ganti,Perlu Penggantian,8,418,5,4,9161
13-01-2023,FJB/4706/SBY/PL/1262,SBY1011848,FILANO-NEO,2019,21145,Repair,Perlu Ganti,Perlu Penggantian,3,2618,4,2,5286
13-01-2023,FJB/8003/SBY/PL/3983,SBY4596017,FREE-GO-S,2022,6614,Rutin,Kritis,Baik,7,3501,1,0,6614
14-01-2023,FJB/3624/SBY/PL/3576,SBY2721559,NMAX-NEO-S,2019,61559,Repair,Kritis,Perlu Penggantian,12,3651,4,3,15389
14-01-2023,FJB/7398/SBY/PL/9084,SBY2308365,FREE-GO-S,2018,32400,Repair,Perlu Ganti,Perlu Penggantian,7,1618,5,4,6480
14-01-2023,FJB/3676/SBY/PL/2311,SBY3655369,MT-15,2022,11299,Rutin,Kritis,Baik,6,4242,1,0,11299
14-01-2023,FJB/5733/SBY/PL/8409,SBY4804291,X-MAX-CONNEC,2023,0,Repair,Perlu Ganti,Baik,7,0,0,3,0
14-01-2023,FJB/3734/SBY/PL/7343,SBY8348400,LEXI,2018,51483,Repair,Kritis,Perlu Penggantian,10,886,5,4,10296
14-01-2023,FJB/7630/SBY/PL/1589,SBY5335645,FREE-GO-S,2020,23489,Kupon Gratis II (TIGA),Baik,Perlu Penyetelan,2,945,3,0,7829
14-01-2023,FJB/1999/SBY/PL/2958,SBY8589794,NMAX-NEO-S,2019,59303,Repair,Kritis,Perlu Penggantian,10,5674,4,4,14825
14-01-2023,FJB/7558/SBY/PL/6410,SBY5540660,X-MAX-CONNEC,2020,23794,Repair,Kritis,Perlu Penyetelan,12,1733,3,4,7931
14-01-2023,FJB/1568/SBY/PL/9291,SBY1167772,ALL-NEW-AEROX,2018,73172,Repair,Perlu Ganti,Perlu Penggantian,8,37,5,3,14634
15-01-2023,FJB/2428/SBY/PL/8082,SBY6516654,MIO,2019,32641,Repair,Kritis,Perlu Penggantian,11,33,4,2,8160
15-01-2023,FJB/3170/SBY/PL/6823,SBY6295351,FREE-GO-S,2020,15558,Rutin,Baik,Perlu Penyetelan,2,140,3,0,5186
15-01-2023,FJB/1193/SBY/PL/8811,SBY2203945,MIO,2023,0,Rutin,Baik,Baik,3,0,0,0,0
15-01-2023,FJB/4763/SBY/PL/6574,SBY1916945,XSR 155,2022,13819,Repair,Kritis,Baik,12,2660,1,4,13819
16-01-2023,FJB/1003/SBY/PL/3227,SBY9789687,MIO-M3 125,2022,9198,Rutin,Baik,Baik,3,754,1,0,9198
16-01-2023,FJB/2307/SBY/PL/6578,SBY1867510,XSR 155,2020,26549,Repair,Kritis,Perlu Penyetelan,6,4178,3,4,8849
16-01-2023,FJB/5902/SBY/PL/4498,SBY5556203,MIO,2020,32866,Repair,Kritis,Perlu Penggantian,12,2039,3,2,10955
16-01-2023,FJB/7323/SBY/PL/1869,SBY1532262,NMAX-NEO-S,2022,10116,Rutin,Baik,Baik,4,1145,1,0,10116
17-01-2023,FJB/6305/SBY/PL/7135,SBY9237446,FREE-GO-S,2022,9074,Kupon Gratis II (TIGA),Baik,Baik,2,1343,1,0,9074
17-01-2023,FJB/1292/SBY/PL/3219,SBY8458984,FAZZIO-NEO-HY,2019,26026,Repair,Kritis,Perlu Penggantian,12,4388,4,2,6506
17-01-2023,FJB/3442/SBY/PL/8408,SBY9081602,FAZZIO-NEO-HY,2019,30417,Repair,Baik,Perlu Penggantian,5,1532,4,3,7604
17-01-2023,FJB/3428/SBY/PL/4107,SBY6938958,NMAX-NEO-S,2022,8180,Repair,Kritis,Baik,6,4243,1,4,8180
17-01-2023,FJB/1429/SBY/PL/3519,SBY3498288,VIXION,2020,30118,Kupon Gratis I (DUA),Kritis,Perlu Penggantian,11,2093,3,0,10039
17-01-2023,FJB/6404/SBY/PL/8305,SBY5687017,XSR 155,2019,37054,Repair,Baik,Perlu Penggantian,2,841,4,4,9263
17-01-2023,FJB/3885/SBY/PL/8029,SBY6443869,MIO-M3 125,2021,12073,Rutin,Perlu Ganti,Baik,6,2728,2,0,6036
17-01-2023,FJB/8703/SBY/PL/5907,SBY7264059,ALL-NEW-NMAX,2019,38028,Repair,Baik,Perlu Penggantian,2,1757,4,3,9507
17-01-2023,FJB/1310/SBY/PL/1952,SBY7547428,ALL-NEW-AEROX,2018,54185,Repair,Kritis,Perlu Penggantian,9,1441,5,4,10837
17-01-2023,FJB/3469/SBY/PL/4404,SBY8221494,MIO,2018,55749,Repair,Perlu Ganti,Perlu Penggantian,3,2947,5,2,11149
18-01-2023,FJB/4266/SBY/PL/1282,SBY3441219,FREE-GO-S,2020,30525,Repair,Perlu Ganti,Perlu Penggantian,3,2320,3,4,10175
18-01-2023,FJB/5471/SBY/PL/3628,SBY2819882,ALL-NEW-AEROX,2023,1,Rutin,Kritis,Baik,12,1,0,0,1
18-01-2023,FJB/9724/SBY/PL/6184,SBY2288443,ALL-NEW-NMAX,2021,13587,Rutin,Baik,Baik,2,1538,2,0,6793
18-01-2023,FJB/8059/SBY/PL/5054,SBY2062088,LEXI,2021,21048,Repair,Kritis,Perlu Penyetelan,11,6600,2,2,10524
18-01-2023,FJB/8682/SBY/PL/5358,SBY6107791,MIO-M3 125,2018,52105,Repair,Baik,Perlu Penggantian,4,743,5,4,10421
18-01-2023,FJB/1140/SBY/PL/4802,SBY2972006,ALL-NEW-NMAX,2023,113,Repair,Perlu Ganti,Baik,6,34,0,2,113
18-01-2023,FJB/4312/SBY/PL/4262,SBY5330633,MIO,2021,13016,Rutin,Perlu Ganti,Baik,7,2045,2,0,6508
18-01-2023,FJB/7651/SBY/PL/1498,SBY6006547,FILANO-NEO,2022,11210,Jual Part,Kritis,Baik,5,3892,1,0,11210
18-01-2023,FJB/3894/SBY/PL/1420,SBY8666987,ALL-NEW-AEROX,2018,35563,Repair,Perlu Ganti,Perlu Penggantian,6,1478,5,4,7112
18-01-2023,FJB/1301/SBY/PL/1545,SBY9590073,FREE-GO-S,2020,30841,Repair,Kritis,Perlu Penggantian,8,3722,3,3,10280
18-01-2023,FJB/6797/SBY/PL/7400,SBY3572515,R15,2018,66862,Repair,Kritis,Perlu Penggantian,12,7158,5,2,13372
19-01-2023,FJB/6751/SBY/PL/7449,SBY3777395,NMAX-NEO-S,2020,45572,Repair,Perlu Ganti,Perlu Penggantian,4,2820,3,2,15190
19-01-2023,FJB/2852/SBY/PL/6804,SBY8346054,R15,2021,15030,Repair,Perlu Ganti,Baik,8,579,2,3,7515
19-01-2023,FJB/9278/SBY/PL/7617,SBY1236766,MIO-M3 125,2021,21961,Repair,Kritis,Perlu Penyetelan,9,5927,2,2,10980
19-01-2023,FJB/2690/SBY/PL/5158,SBY2135811,X-MAX-CONNEC,2023,0,Rutin,Baik,Baik,3,0,0,0,0
19-01-2023,FJB/6870/SBY/PL/5252,SBY5957570,MIO,2022,10733,Repair,Kritis,Baik,9,343,1,2,10733
19-01-2023,FJB/5191/SBY/PL/4788,SBY4006007,NMAX-NEO-S,2022,7466,Repair,Kritis,Baik,7,4475,1,3,7466
19-01-2023,FJB/6796/SBY/PL/7710,SBY1755290,X-MAX-CONNEC,2021,28649,Repair,Kritis,Perlu Penggantian,11,5886,2,3,14324
19-01-2023,FJB/6184/SBY/PL/8591,SBY4334089,LEXI,2018,41577,Repair,Kritis,Perlu Penggantian,9,5427,5,4,8315
19-01-2023,FJB/4463/SBY/PL/8317,SBY4557369,MIO,2018,29115,Rutin,Perlu Ganti,Perlu Penggantian,5,2568,5,0,5823
19-01-2023,FJB/3217/SBY/PL/5561,SBY8838554,MIO,2019,47622,Repair,Kritis,Perlu Penggantian,8,3746,4,4,11905
20-01-2023,FJB/1968/SBY/PL/8832,SBY5688759,FREE-GO-S,2021,10524,Rutin,Baik,Baik,5,1305,2,0,5262
20-01-2023,FJB/3979/SBY/PL/5357,SBY6751534,NMAX-NEO-S,2020,38170,Repair,Perlu Ganti,Perlu Penggantian,2,2387,3,3,12723
20-01-2023,FJB/3174/SBY/PL/4436,SBY2519711,LEXI,2023,0,Kupon Gratis II (TIGA),Baik,Baik,2,0,0,0,0
20-01-2023,FJB/1160/SBY/PL/9629,SBY8013068,FILANO-NEO,2019,28226,Rutin,Baik,Perlu Penggantian,1,815,4,0,7056
21-01-2023,FJB/8005/SBY/PL/3222,SBY2177259,ALL-NEW-NMAX,2018,43332,Repair,Kritis,Perlu Penggantian,11,7000,5,4,8666
21-01-2023,FJB/7414/SBY/PL/9975,SBY2485200,FAZZIO-NEO-HY,2018,25891,Repair,Kritis,Perlu Penggantian,5,4459,5,3,5178
21-01-2023,FJB/2910/SBY/PL/6201,SBY9103550,X-MAX-CONNEC,2019,40377,Repair,Kritis,Perlu Penggantian,10,3507,4,4,10094
21-01-2023,FJB/4589/SBY/PL/3681,SBY9157593,FREE-GO-S,2020,31470,Repair,Perlu Ganti,Perlu Penggantian,8,1450,3,3,10490
21-01-2023,FJB/8693/SBY/PL/1591,SBY9922384,NMAX-NEO-S,2023,275,Repair,Kritis,Baik,12,100,0,2,275
21-01-2023,FJB/8718/SBY/PL/8858,SBY2690873,MIO,2018,28634,Repair,Kritis,Perlu Penggantian,7,3746,5,4,5726
21-01-2023,FJB/1026/SBY/PL/2914,SBY9281839,X-MAX-CONNEC,2018,59596,Repair,Baik,Perlu Penggantian,1,821,5,2,11919
21-01-2023,FJB/6920/SBY/PL/2918,SBY4408747,R15,2022,13236,Repair,Baik,Baik,1,12,1,1,13236
21-01-2023,FJB/1079/SBY/PL/2762,SBY8542949,R15,2019,44899,Repair,Kritis,Perlu Penggantian,9,5604,4,4,11224
22-01-2023,FJB/1693/SBY/PL/1818,SBY2426188,MIO-M3 125,2022,9393,Rutin,Perlu Ganti,Baik,6,843,1,0,9393
22-01-2023,FJB/1791/SBY/PL/2024,SBY8710097,LEXI,2018,29692,Repair,Kritis,Perlu Penggantian,10,263,5,3,5938
22-01-2023,FJB/5066/SBY/PL/5957,SBY4995257,R15,2018,43367,Repair,Baik,Perlu Penggantian,1,446,5,3,8673
22-01-2023,FJB/4266/SBY/PL/8876,SBY5304502,FILANO-NEO,2023,0,Rutin,Baik,Baik,3,0,0,0,0
23-01-2023,FJB/8243/SBY/PL/4901,SBY7476420,ALL-NEW-AEROX,2020,35705,Repair,Kritis,Perlu Penggantian,10,4139,3,4,11901
23-01-2023,FJB/3044/SBY/PL/5047,SBY7276923,R15,2020,23581,Repair,Kritis,Perlu Penyetelan,12,5309,3,4,7860
23-01-2023,FJB/1411/SBY/PL/1485,SBY7305837,LEXI,2021,20294,Rutin,Perlu Ganti,Perlu Penyetelan,6,2698,2,0,10147
23-01-2023,FJB/4363/SBY/PL/7133,SBY2175562,MIO-M3 125,2018,46155,Repair,Baik,Perlu Penggantian,4,1503,5,4,9231
23-01-2023,FJB/6239/SBY/PL/1644,SBY8721250,NMAX-NEO-S,2019,46425,Rutin,Baik,Perlu Penggantian,4,1081,4,0,11606
24-01-2023,FJB/5726/SBY/PL/7800,SBY6747392,MIO,2022,10433,Rutin,Kritis,Baik,10,6849,1,0,10433
24-01-2023,FJB/8862/SBY/PL/6694,SBY7107247,ALL-NEW-AEROX,2019,40777,Repair,Perlu Ganti,Perlu Penggantian,4,3288,4,4,10194
24-01-2023,FJB/7897/SBY/PL/6097,SBY9702225,XSR 155,2020,27275,Repair,Kritis,Perlu Penyetelan,10,8502,3,4,9091
24-01-2023,FJB/2769/SBY/PL/9370,SBY2608023,FREE-GO-S,2020,30549,Rutin,Baik,Perlu Penggantian,2,1815,3,1,10183
24-01-2023,FJB/6103/SBY/PL/9964,SBY2769262,XSR 155,2019,48199,Repair,Baik,Perlu Penggantian,2,383,4,3,12049
25-01-2023,FJB/5334/SBY/PL/9278,SBY2908247,NMAX-NEO-S,2021,23121,Rutin,Kritis,Perlu Penyetelan,9,642,2,0,11560
25-01-2023,FJB/5190/SBY/PL/2127,SBY3702026,FILANO-NEO,2020,29469,Rutin,Baik,Perlu Penggantian,2,995,3,0,9823
25-01-2023,FJB/5522/SBY/PL/8401,SBY1136161,VIXION,2018,37414,Repair,Baik,Perlu Penggantian,1,1083,5,3,7482
25-01-2023,FJB/3029/SBY/PL/3076,SBY2211258,NMAX-NEO-S,2021,14428,Rutin,Baik,Baik,2,1799,2,0,7214
25-01-2023,FJB/5006/SBY/PL/6685,SBY3646845,FAZZIO-NEO-HY,2018,36693,Repair,Kritis,Perlu Penggantian,8,5937,5,4,7338
25-01-2023,FJB/3010/SBY/PL/6839,SBY5413640,X-MAX-CONNEC,2021,21023,Repair,Kritis,Perlu Penyetelan,11,7133,2,2,10511
25-01-2023,FJB/9517/SBY/PL/5829,SBY8503014,ALL-NEW-AEROX,2021,24900,Rutin,Perlu Ganti,Perlu Penyetelan,8,2133,2,1,12450
25-01-2023,FJB/4422/SBY/PL/7262,SBY4685469,ALL-NEW-AEROX,2020,30959,Rutin,Baik,Perlu Penggantian,1,856,3,0,10319
25-01-2023,FJB/2504/SBY/PL/6426,SBY9877848,FREE-GO-S,2020,15904,Kupon Gratis I (DUA),Baik,Perlu Penyetelan,5,1648,3,0,5301
25-01-2023,FJB/9320/SBY/PL/4787,SBY1895091,LEXI,2023,0,Kupon Gratis III (TIGA),Perlu Ganti,Baik,7,0,0,0,0
26-01-2023,FJB/5337/SBY/PL/8880,SBY5806182,FREE-GO-S,2018,48588,Repair,Kritis,Perlu Penggantian,10,611,5,4,9717
26-01-2023,FJB/4259/SBY/PL/8481,SBY4236096,R15,2018,40327,Rutin,Kritis,Perlu Penggantian,6,4146,5,1,8065
26-01-2023,FJB/3696/SBY/PL/8895,SBY4834613,MIO-M3 125,2023,277,Repair,Kritis,Baik,12,86,0,2,277
26-01-2023,FJB/9524/SBY/PL/4343,SBY2314640,XSR 155,2018,57251,Repair,Kritis,Perlu Penggantian,9,3184,5,4,11450
26-01-2023,FJB/9410/SBY/PL/6772,SBY7524148,MIO,2020,31632,Repair,Kritis,Perlu Penggantian,11,6667,3,4,10544
27-01-2023,FJB/6513/SBY/PL/6826,SBY2851095,MIO-M3 125,2018,48781,Rutin,Baik,Perlu Penggantian,2,41,5,2,9756
27-01-2023,FJB/3600/SBY/PL/2696,SBY7834962,R15,2022,8169,Rutin,Baik,Baik,1,775,1,0,8169
27-01-2023,FJB/8648/SBY/PL/9886,SBY4727229,FREE-GO-S,2019,37084,Repair,Kritis,Perlu Penggantian,10,2107,4,4,9271
27-01-2023,FJB/5925/SBY/PL/9216,SBY4871310,MT-15,2023,0,Kupon Gratis I (DUA),Kritis,Baik,12,0,0,1,0
27-01-2023,FJB/6781/SBY/PL/6843,SBY3581670,ALL-NEW-NMAX,2022,9263,Repair,Perlu Ganti,Baik,7,2307,1,3,9263
28-01-2023,FJB/1736/SBY/PL/1638,SBY2312674,LEXI,2020,31258,Repair,Perlu Ganti,Perlu Penggantian,8,788,3,4,10419
28-01-2023,FJB/2494/SBY/PL/8654,SBY8722502,ALL-NEW-AEROX,2023,265,Kupon Gratis I (DUA),Baik,Baik,5,3,0,0,265
28-01-2023,FJB/7599/SBY/PL/1528,SBY7829704,FREE-GO-S,2019,23638,Repair,Perlu Ganti,Perlu Penggantian,8,2366,4,4,5909
28-01-2023,FJB/1828/SBY/PL/6579,SBY5941908,R15,2021,16329,Repair,Perlu Ganti,Perlu Penyetelan,5,2416,2,4,8164
29-01-2023,FJB/3691/SBY/PL/7114,SBY6195763,FREE-GO-S,2022,9978,Repair,Kritis,Baik,9,4444,1,2,9978
29-01-2023,FJB/8915/SBY/PL/8397,SBY1609099,MIO-M3 125,2022,8119,Repair,Perlu Ganti,Baik,7,3343,1,3,8119
29-01-2023,FJB/9098/SBY/PL/1822,SBY1548187,X-MAX-CONNEC,2019,40166,Repair,Kritis,Perlu Penggantian,8,6474,4,4,10041
29-01-2023,FJB/6873/SBY/PL/8815,SBY7019440,NMAX-NEO-S,2021,19549,Rutin,Baik,Perlu Penyetelan,1,99,2,0,9774
29-01-2023,FJB/6449/SBY/PL/3381,SBY7329367,MIO,2019,38446,Repair,Kritis,Perlu Penggantian,11,429,4,2,9611
29-01-2023,FJB/5321/SBY/PL/3941,SBY8804904,X-MAX-CONNEC,2021,16851,Rutin,Baik,Perlu Penyetelan,1,342,2,0,8425
29-01-2023,FJB/5117/SBY/PL/1841,SBY9507087,X-MAX-CONNEC,2023,89,Kupon Gratis I (DUA),Kritis,Baik,10,17,0,0,89
29-01-2023,FJB/9728/SBY/PL/5745,SBY6096287,ALL-NEW-AEROX,2021,19103,Repair,Perlu Ganti,Perlu Penyetelan,7,2390,2,1,9551
29-01-2023,FJB/4581/SBY/PL/5110,SBY6271696,NMAX-NEO-S,2022,13756,Rutin,Kritis,Baik,12,9490,1,1,13756
29-01-2023,FJB/1171/SBY/PL/5794,SBY4389700,MIO,2019,31670,Repair,Kritis,Perlu Penggantian,7,3583,4,3,7917
30-01-2023,FJB/9116/SBY/PL/4948,SBY3351170,LEXI,2018,47785,Repair,Perlu Ganti,Perlu Penggantian,5,2206,5,3,9557
30-01-2023,FJB/6346/SBY/PL/7087,SBY1898325,ALL-NEW-NMAX,2023,14,Rutin,Baik,Baik,3,12,0,0,14
30-01-2023,FJB/2404/SBY/PL/6932,SBY2813250,NMAX-NEO-S,2022,8225,Repair,Kritis,Baik,7,3974,1,2,8225
30-01-2023,FJB/3122/SBY/PL/6418,SBY9991320,FILANO-NEO,2019,23079,Repair,Baik,Perlu Penggantian,4,815,4,3,5769
30-01-2023,FJB/1336/SBY/PL/3596,SBY7497440,NMAX-NEO-S,2021,26540,Kupon Gratis I (DUA),Baik,Perlu Penyetelan,3,1557,2,0,13270
30-01-2023,FJB/1193/SBY/PL/1765,SBY5100096,XSR 155,2021,13578,Rutin,Baik,Baik,1,975,2,0,6789
30-01-2023,FJB/6537/SBY/PL/7810,SBY5797581,MIO,2019,28677,Repair,Kritis,Perlu Penggantian,11,4758,4,3,7169
31-01-2023,FJB/6067/SBY/PL/5062,SBY5665420,NMAX-NEO-S,2021,28933,Repair,Kritis,Perlu Penggantian,7,4121,2,2,14466
31-01-2023,FJB/6259/SBY/PL/8143,SBY2488089,MIO,2021,17003,Rutin,Baik,Perlu Penyetelan,2,1166,2,0,8501
31-01-2023,FJB/2336/SBY/PL/1569,SBY1234876,LEXI,2023,97,Rutin,Baik,Baik,3,73,0,0,97
31-01-2023,FJB/9162/SBY/PL/5963,SBY6032497,FAZZIO-NEO-HY,2023,459,Rutin,Baik,Baik,1,284,0,0,459
31-01-2023,FJB/3246/SBY/PL/2441,SBY9808417,MIO,2018,29079,Repair,Kritis,Perlu Penggantian,9,5102,5,3,5815
31-01-2023,FJB/5038/SBY/PL/1495,SBY1580878,FREE-GO-S,2020,19264,Repair,Kritis,Perlu Penyetelan,7,5773,3,2,6421
31-01-2023,FJB/1781/SBY/PL/6841,SBY7752621,FREE-GO-S,2019,39041,Repair,Perlu Ganti,Perlu Penggantian,6,3285,4,3,9760
01-02-2023,FJB/8994/SBY/PL/6471,SBY2086596,ALL-NEW-NMAX,2022,6555,Repair,Perlu Ganti,Baik,5,2412,1,3,6555
01-02-2023,FJB/4468/SBY/PL/1905,SBY2376681,XSR 155,2021,18814,Kupon Gratis III (TIGA),Perlu Ganti,Perlu Penyetelan,3,2445,2,0,9407
01-02-2023,FJB/1187/SBY/PL/2416,SBY8395632,ALL-NEW-AEROX,2021,30428,Repair,Kritis,Perlu Penggantian,11,3916,2,3,15214
01-02-2023,FJB/8026/SBY/PL/5472,SBY9773347,ALL-NEW-NMAX,2022,5848,Kupon Gratis II (TIGA),Baik,Baik,4,1869,1,0,5848
01-02-2023,FJB/2561/SBY/PL/1783,SBY3682393,MIO,2018,60531,Repair,Perlu Ganti,Perlu Penggantian,4,2427,5,4,12106
01-02-2023,FJB/5854/SBY/PL/8676,SBY2085434,ALL-NEW-NMAX,2020,16064,Repair,Baik,Perlu Penyetelan,2,1628,3,3,5354
02-02-2023,FJB/4404/SBY/PL/8739,SBY2329405,ALL-NEW-AEROX,2018,49178,Repair,Kritis,Perlu Penggantian,11,7776,5,1,9835
02-02-2023,FJB/1227/SBY/PL/8313,SBY9776580,LEXI,2023,392,Rutin,Kritis,Baik,9,209,0,1,392
02-02-2023,FJB/9031/SBY/PL/6296,SBY2001569,MIO,2018,52007,Repair,Perlu Ganti,Perlu Penggantian,6,2470,5,3,10401
02-02-2023,FJB/8739/SBY/PL/4319,SBY1045711,ALL-NEW-NMAX,2020,18263,Repair,Kritis,Perlu Penyetelan,5,4209,3,4,6087
02-02-2023,FJB/8117/SBY/PL/9907,SBY5306422,NMAX-NEO-S,2021,27830,Rutin,Kritis,Perlu Penyetelan,8,5987,2,0,13915
02-02-2023,FJB/6696/SBY/PL/5254,SBY5344565,FILANO-NEO,2023,0,Kupon Gratis II (TIGA),Perlu Ganti,Baik,6,0,0,0,0
02-02-2023,FJB/3511/SBY/PL/3496,SBY4204789,MIO-M3 125,2022,9898,Rutin,Baik,Baik,2,234,1,0,9898
02-02-2023,FJB/9642/SBY/PL/2467,SBY5832970,ALL-NEW-NMAX,2018,24917,Repair,Kritis,Perlu Penggantian,11,4980,5,3,4983
02-02-2023,FJB/1222/SBY/PL/5516,SBY2223433,ALL-NEW-NMAX,2019,22292,Repair,Baik,Perlu Penggantian,2,632,4,3,5573
03-02-2023,FJB/6315/SBY/PL/9518,SBY9799802,MIO,2021,22098,Rutin,Perlu Ganti,Perlu Penyetelan,8,3485,2,0,11049
03-02-2023,FJB/3082/SBY/PL/2696,SBY4384598,ALL-NEW-AEROX,2018,59647,Repair,Baik,Perlu Penggantian,2,224,5,4,11929
03-02-2023,FJB/6897/SBY/PL/3328,SBY6035430,XSR 155,2018,72164,Repair,Baik,Perlu Penggantian,3,837,5,3,14432
03-02-2023,FJB/6000/SBY/PL/5367,SBY6411192,MIO,2018,61795,Repair,Kritis,Perlu Penggantian,7,3676,5,3,12359
